vano;mes;hom_doloso;lesao_corp_morte;latrocinio;hom_por_interv_policial;tentat_hom;lesao_corp_dolosa;estupro;hom_culposo;lesao_corp_culposa;roubo_comercio;roubo_residencia;roubo_veiculo;roubo_carga;roubo_transeunte;roubo_em_coletivo;roubo_banco;roubo_cx_eletronico;roubo_celular;roubo_conducao_saque;roubo_apos_saque;roubo_bicicleta;outros_roubos;total_roubos;furto_veiculos;furto_transeunte;furto_coletivo;furto_celular;furto_bicicleta;outros_furtos;total_furtos;sequestro;extorsao;sequestro_relampago;estelionato;apreensao_drogas;posse_drogas;trafico_drogas;apreensao_drogas_sem_autor;recuperacao_veiculos;apf;aaapai;cmp;cmba;ameaca;pessoas_desaparecidas;encontro_cadaver;encontro_ossada;pol_militares_mortos_serv;pol_civis_mortos_serv;indicador_letalidade;indicador_roubo_rua;indicador_roubo_veic;registro_ocorrencias;fase
2003;1;4,01;0,04;0,14;0,61;2,48;46,94;1,67;1,11;21,08;4,01;1,17;95,87;2,43;9,71;4,48;0,03;0,01;6,58;0,12;1,43;;18,09;70,08;57,47;6,69;0,33;5,17;;45,95;71,36;0,01;0,16;0;6,02;6,83;;;;80,73;;;;;41,71;2,78;0,98;0,02;;;4,8;20,77;95,87;304,9;3
2003;2;3,97;0,03;0,08;0,76;2,46;48,32;1,5;1,28;21,83;4,9;1,16;93,49;3,02;10,43;4,7;0,08;0;6,55;0,14;1,59;;18,24;72,38;51,1;5,84;0,36;4,41;;47,95;70,35;0,02;0,2;0;5,46;7,89;;;;79,01;;;;;41,16;2,89;1,27;0,03;;;4,83;21,69;93,49;309,05;3
2003;3;4,17;0,03;0,11;0,77;2,26;47,43;1,61;1,28;20,37;4,36;1,21;85,99;2,11;10,46;4,65;0,05;0,01;6,68;0,22;1,29;;16,96;67,9;53,93;6,42;0,37;4,4;;51,04;74,71;0;0,2;0;5,59;7,71;;;;78,55;;;;;39,43;3,14;1,06;0,05;;;5,08;21,79;85,99;309,13;3
2003;4;3,98;0,07;0,1;0,85;2,02;43,84;1,46;1,41;20,98;4,78;1,15;87;2,06;10,41;4,25;0,07;0;6,85;0,25;1,58;;17,99;69,57;49,69;5,31;0,39;3,68;;49,94;70,85;0,02;0,28;0;5,57;7,22;;;;79,28;;;;;38,29;2,35;0,82;0,03;;;5;21,51;87;300,72;3
2003;5;4,08;0,04;0,14;0,65;2,59;39,77;1,29;1,55;22,34;4,85;1,28;92,62;2,35;10,6;4,51;0,02;0,01;7,3;0,18;1,86;;19,51;74,01;52,79;5,53;0,39;3,77;;48,91;70,87;0,01;0,39;0;5,95;6,94;;;;86,57;;;;;37;2,84;1;0,03;;;4,91;22,41;92,62;310,15;3
2003;6;3,72;0,01;0,1;0,59;2,15;42,88;1,35;1,61;22,04;4,38;0,95;78,35;2,12;9,7;3,67;0,03;0;6,55;0,21;1,67;;16,92;64,5;44,77;5,35;0,24;3,29;;43,29;62,63;0,01;0,4;0;5,85;7,65;;;;71,96;;;;;38,56;2,63;0,94;0,03;;;4,41;19,93;78,35;300,05;3
2003;7;3,55;0,05;0,11;0,67;2,76;41,09;1,27;1,32;21,74;5,14;1,17;73,9;2,18;9,4;2,87;0,03;0;6,86;0,15;1,87;;16,91;63,7;48,54;4,91;0,24;3,86;;44,42;64,68;0;0,32;0,02;6,58;8,13;;;;69,33;;;;;37,53;2,26;0,79;0,02;;;4,39;19,12;73,9;300,92;3
2003;8;3,37;0,03;0,07;0,63;2,69;39,3;1,38;1,26;21,9;3,92;1,1;73,09;2,06;10,04;2,35;0,01;0;7,01;0,12;1,52;;17,46;62,58;46,12;4,89;0,28;3,6;;42,73;62,21;0,01;0,34;0,04;6,06;7,85;;;;68,97;;;;;35,62;2,59;1,22;0,03;;;4,1;19,4;73,09;286,35;3
2003;9;3,45;0,03;0,11;0,69;1,83;40,8;1,46;1,23;21,45;3,85;1,27;72,98;1,83;10,13;2,54;0,01;0,01;8,1;0,18;1,61;;18,79;65,3;44,62;4,69;0,23;4,42;;45,39;65,11;0,01;0,52;0,03;6,51;7,65;;;;68,85;;;;;39,24;2,88;0,72;0,03;;;4,27;20,77;72,98;299,79;3
2003;10;3,29;0,01;0,11;0,89;2,32;41,65;1,41;1,26;24,02;3,79;0,96;77,88;2,44;9,81;2,32;0;0,01;8,6;0,18;1,63;;18,78;66,73;44,78;4,64;0,21;4,34;;45,61;65,26;0;0,81;0,02;6,83;8,03;;;;66,09;;;;;38,42;2,59;0,65;0,04;;;4,3;20,74;77,88;304,43;3
2003;11;3,56;0,02;0,08;0,51;2,18;46,13;1,56;1,17;22,84;3,52;1,04;69,84;2,2;9,72;2,46;0,01;0;7,61;0,09;1,57;;16,97;61,56;44,85;5,1;0,26;4,4;;43,9;64,17;0,01;0,59;0,03;6,42;7,91;;;;61,56;;;;;40,69;2,93;0,7;0,03;;;4,16;19,79;69,84;296,49;3
2003;12;3,72;0,01;0,08;0,48;2,19;51,55;1,49;1,62;25,76;3,66;1,23;76,42;2,77;10,67;2,04;0,03;0,01;7,68;0,13;1,89;;18,32;66,43;42,61;6,22;0,15;4,09;;46,79;67,28;0,01;0,59;0,03;5,68;6,59;;;;62,08;;;;;42,74;2,62;0,87;0,01;;;4,3;20,39;76,42;308,32;3
2004;1;3,89;0,03;0,08;0,52;2,04;44,12;1,66;1,26;21,81;3,1;1,14;76,33;1,97;9,32;2,16;0,01;0,03;8,78;0,18;1,54;;19,34;65,56;49,86;5,44;0,23;5,34;;46,64;69,4;0;0,64;0,03;6,48;7,26;;;;65,71;;;;;42,22;2,94;0,97;0,07;;;4,52;20,26;76,33;304,93;3
2004;2;3,64;0,03;0,11;0,44;2,13;43,48;1,34;1,2;21,32;3,16;1,1;65,21;1,88;9,63;2,72;0,01;0,02;7,24;0,11;1,7;;18,03;61,03;44,98;5,47;0,34;4,84;;46,15;67,45;0,01;0,59;0,03;5,66;7,01;;;;56,45;;;;;34,71;2,67;0,71;0,02;;;4,21;19,6;65,21;284,97;3
2004;3;3,56;0,01;0,11;0,55;2,29;43,47;1,74;1,25;21,66;3,67;1,21;78,73;2,61;10,29;3,07;0,03;0;9,37;0,13;1,9;;19,84;70,82;48,11;5,01;0,32;5,41;;49,57;71,73;0;0,83;0,03;7,05;6,71;;;;63,65;;;;;39,62;2,67;0,66;0,03;;;4,23;22,73;78,73;320,14;3
2004;4;3,46;0,01;0,14;0,46;1,82;41,7;1,61;1,47;21,23;3,61;1,01;81,85;2,84;12,72;3,06;0,02;0,01;6,7;0,12;1,47;;15,76;66,79;48,53;4,6;0,43;4,8;;44,05;65,44;0,01;0,52;0,02;6,72;6,45;;;;67,03;;;;;36,63;2,75;0,75;0,03;;;4,06;22,48;81,85;302,19;3
2004;5;4,07;0,03;0,12;0,69;2,29;40,75;1,31;1,36;24,58;3,78;1;86,26;3,23;11,38;2,58;0,03;0;9,39;0,07;1,52;;12,9;66,47;50,05;4,53;0,4;4,9;;45,12;66,89;0;0,85;0,01;6,94;7,49;;;;73,29;;;;;36,62;2,57;0,74;0,04;;;4,92;23,36;86,26;311,53;3
2004;6;3,38;0,01;0,09;0,5;1,63;36,79;1,45;1,28;21,04;3,55;1,02;78,4;2,82;10,72;2,95;0,01;0,01;9,22;0,07;1,7;;12,42;63,26;45,46;5,13;0,44;5,37;;44,13;65,95;0,01;0,74;0,04;7,41;7,32;;;;64,43;;;;;33,82;2,16;0,54;0,02;;;3,98;22,9;78,4;301,67;3
2004;7;3,37;0,01;0,1;0,46;1,95;35,68;1,3;1,54;21,84;3,81;1,08;79,89;2,45;11,75;3,91;0,03;0;7,13;0,13;1,61;;12,2;63,11;45,34;5,17;1,18;5,21;;40,6;62,94;0;0,37;0,01;7,31;6,55;;;;64,42;;;;;33,2;2,43;0,7;0,02;;;3,94;22,8;79,89;300,54;3
2004;8;3,47;0,04;0,09;0,6;2,21;41,28;1,84;1,59;22,26;3,03;0,89;69,71;2,03;12,96;3,79;0,01;0;5,32;0,1;1,46;;10,2;56,4;43,44;5;1,51;5,99;;41,33;64,18;0;0,51;0,01;7,13;7,26;;;;59,7;;;;;36,07;2,35;0,8;0,03;;;4,2;22,08;69,71;313,12;3
2004;9;3,37;0,01;0,14;0,57;1,95;44,01;1,88;1,58;23,16;3,63;0,81;72,68;2,34;13,7;4,73;0,01;0;3,16;0,03;1,1;;7,68;54,58;41,58;4,67;1,98;5,84;;39,77;62,21;0,01;0,45;0,01;6,52;6,28;;;;57,62;;;;;36,37;2,54;0,69;0,02;;;4,1;21,6;72,68;309,14;3
2004;10;3,47;0,04;0,09;0,76;2,13;43,07;1,81;1,39;22,59;3,14;0,94;76,21;2,71;15,08;5,03;0,04;0,03;2,58;0,06;1,3;;8,33;57,49;44,64;5,23;1,8;5,64;;40,8;64,15;0,01;0,57;0,03;7,24;6,23;;;;61,58;;;;;35,29;2,49;0,57;0,02;;;4,36;22,69;76,21;309,32;3
2004;11;3,79;0,03;0,12;0,6;1,89;41,43;1,86;1,28;22,21;3,44;1,18;73,21;2,84;15,16;4,76;0,02;0,01;2,9;0,09;1,51;;8,62;58,1;42,27;5,06;2,11;5,14;;43,39;65,84;0,01;0,68;0,03;7,58;6,07;;;;57,38;;;;;35,65;2,31;0,52;0,02;;;4,53;22,82;73,21;308,93;3
2004;12;3,62;0,01;0,05;0,43;2,06;46,09;1,72;1,72;24,93;3,32;1,08;71,15;3,81;16,06;4,64;0,03;0,02;2,53;0,2;1,76;;8,15;58,72;41,85;6,47;2,2;5,6;;44,27;68,61;0,01;0,99;0,01;8,13;5,72;;;;53,41;;;;;37,08;2,63;0,58;0;;;4,11;23,23;71,15;315,18;3
2005;1;4,03;0,04;0,13;0,48;2,55;46,77;2,22;1,46;22,17;2,84;1,03;75,52;2,67;16,08;4,31;0,01;0,03;2,92;0,17;1,1;;8,65;58,02;48,09;6,57;1,87;7,12;;45;72,16;0,01;1,15;0,03;7,93;6,49;;;;60,73;;;;;39,27;2,74;0,58;0,01;;;4,67;23,31;75,52;313,68;3
2005;2;4,1;0,03;0,08;0,39;2,03;38,81;1,72;1,22;17,51;2,88;0,97;71,57;2,79;16,81;4,07;0,04;0,03;2,72;0,13;1,03;;8,91;57,67;41,71;7,34;1,82;6,55;;42,02;67,81;0,01;1,27;0,06;6,73;5,57;;;;58,38;;;;;31,6;2,1;0,56;0,02;;;4,6;23,6;71,57;292,69;3
2005;3;4,52;0,01;0,17;0,62;2,28;44,69;2,1;1,65;20,09;3,07;1,11;83,52;2,93;19,04;5,37;0,01;0,07;3,66;0,13;1,15;;10,73;67,5;49,49;6,24;2,25;8,55;;43,78;72,82;0;1,56;0,03;8,46;6,69;;;;67,2;;;;;38,96;2,8;0,57;0,05;;;5,32;28,07;83,52;332,26;3
2005;4;3,48;0,02;0,1;0,44;2,25;44,66;1,91;1,57;21,35;2,9;0,88;83,13;2,36;17,87;5,64;0,02;0,01;3,9;0,13;1,05;;10,58;65,52;48,15;6,05;2,3;7,86;;40,9;68,8;0;1,79;0,09;7,82;6,4;;;;69,92;;;;;38,42;2,6;0,38;0,04;;;4,04;27,4;83,13;324,48;3
2005;5;3,71;0,04;0,13;0,61;2,56;42,35;2,02;1,8;20,99;3,07;0,98;81,47;2,37;20;5,9;0,01;0,02;4,12;0,17;1,08;;10,29;67,84;52,35;6,78;2,55;8,12;;41,85;72,04;0,01;1,66;0,04;9,13;6,52;;;;70,03;;;;;35,72;2,54;0,34;0,02;;;4,49;30,02;81,47;330,31;3
2005;6;3,22;0,03;0,11;0,77;2,01;40,49;1,86;1,62;20,21;2,79;0,95;68,3;2,62;19,93;5,45;0,01;0,07;4,12;0,1;0,98;;9,03;62,72;48,67;6,84;2,32;7,9;;41,77;70,71;0;1,78;0,07;9,08;6,43;;;;58,83;;;;;34,87;2,24;0,48;0,03;;;4,13;29,51;68,3;324,46;3
2005;7;3,83;0,03;0,15;0,59;1,99;38,83;1,62;1,79;19,53;2,96;1,09;65,93;2,32;20,07;5,56;0,01;0,05;4,03;0,13;0,84;;9,09;62,25;48,76;6,56;2,41;8,02;;40,32;69,23;0,01;1,08;0,2;9,32;6,47;;;;50,54;;;;;32,15;2,06;0,48;0,01;;;4,6;29,65;65,93;307,09;3
2005;8;3,71;0,04;0,12;0,78;1,94;44,18;1,95;1,31;19,65;2,68;1,22;66,1;2,64;21,45;5,16;0,01;0,05;4,62;0,12;1,01;;9,41;64,56;46,14;7,17;2,87;9,03;;44,99;75,36;0;0,94;0,03;9,79;7,07;;;;54,48;;;;;38,86;2,45;0,6;0,03;;;4,65;31,23;66,1;332,84;3
2005;9;3,51;0,03;0,08;0,73;2,29;39,96;2,34;1,48;18,96;2,42;0,96;70,68;2,25;20,08;5,06;0;0,05;3,71;0,12;0,84;;5,35;58,2;46,2;6,65;2,26;8,23;;32,68;61,18;0;0,82;0,03;8,99;6,48;;;;56,52;;;;;33;2,12;0,44;0,02;;;4,35;28,85;70,68;310,43;3
2005;10;3,31;0,03;0,1;0,69;2;48,27;2,18;1,56;20,28;2,66;0,91;74,24;2,05;22,61;5,07;0;0,04;4,22;0,07;0,92;;5,4;62,24;47,61;7,7;2,51;9,6;;34,42;65,95;0;0,83;0,05;8,16;6,69;;;;55,07;;;;;37,6;2,73;0,56;0,03;;;4,13;31,91;74,24;330,01;3
2005;11;3,25;0,06;0,11;0,62;2,07;41,22;1,76;1,34;17,96;2,32;0,99;;2,26;22,11;5,12;0,01;0,02;3,89;0,09;0,9;;5,19;61,19;;8,3;2,66;8,57;;34,83;66,96;0,03;0,82;0,03;9,59;5,87;;;;;;;;;33,91;2,2;0,5;0,01;;;4,04;31,12;;313,73;3
2005;12;3,05;0,03;0,12;0,51;1,8;44,32;1,85;1,58;21,65;2,57;1,08;69,3;3,26;22,05;4,97;0;0,04;3,71;0,11;0,89;;5,28;61,12;48;9,77;2,81;9,21;;37,28;70,95;0;0,99;0,06;9,83;6,94;;;;54,02;;;;;34,23;2,45;0,54;0,01;;;3,71;30,73;69,3;325,88;3
2006;1;3,15;0,03;0,08;0,43;1,87;47,57;2,04;1,39;20,13;2,22;0,95;70,33;2,26;22,45;5,43;0,02;0,05;3,68;0,07;0,74;;5,6;60,94;48,49;9,59;2,44;10,76;;39;73,84;0;1,13;0,03;9,71;6,96;3,39;2,32;1,4;53,78;8,3;2,19;4,6;0,33;39,39;2,86;0,49;0,04;;;3,69;31,57;70,33;337,83;3
2006;2;3,42;0,03;0,13;0,46;2,27;46,99;1,77;1,19;16,3;2,86;1,01;74,84;2,53;21,95;4,77;0,03;0,03;3,48;0,07;0,67;;6,11;62,13;47,64;13,5;2,37;9,89;;37,21;74,83;0;1,13;0,01;8,77;6,62;3,01;2,45;1,27;53,84;9,06;2,36;4,16;0,27;36,69;2,57;0,56;0,04;;;4,03;30,2;74,84;327,76;3
2006;3;3,98;0,04;0,15;0,6;2,37;45,62;1,84;1,57;18,03;2,78;0,97;81,09;2,42;22,93;5,04;0,03;0,02;3,73;0,14;0,93;;5,43;64,64;48,26;9,35;2,34;9,3;;38,74;71,77;0;1,1;0,01;9,59;5,76;2,29;2,33;1,28;58,98;8,96;2,59;4,94;0,3;36,56;2,5;0,48;0,01;;;4,77;31,7;81,09;334,45;3
2006;4;3,79;0,02;0,2;0,66;2,2;40,49;1,45;1,39;18,09;3,07;1,05;81,11;2,43;26,24;6,13;0,02;0,06;4,54;0,06;0,99;;6,45;71,32;49,54;9,26;2,88;10,08;;38,03;72,63;0;0,9;0;8,35;6,03;2,57;2,21;1,38;58,05;9,02;2,09;4,18;0,16;33,43;2,35;0,34;0,01;;;4,67;36,92;81,11;328,89;3
2006;5;3,58;0,03;0,09;0,58;2,34;36,15;1,66;1,5;19,29;3,09;1,11;84,06;2,57;26,84;6,15;0,05;0,03;5,28;0,12;1,09;;5,42;72,85;51,51;9,68;3,41;11,95;;37,94;75,89;0,01;0,8;0,07;10,07;6,5;2,71;2,47;1,47;60,51;8,63;1,92;5,33;0,72;32,38;2,2;0,52;0,05;;;4,28;38,28;84,06;337,8;3
2006;6;3,1;0,05;0,07;0,67;2,07;38,91;1,82;1,24;17,97;2,6;0,88;71,22;2,22;24,91;5,83;0,03;0;4,74;0,07;0,92;;5,6;65,71;50,01;9,48;2,79;10,72;;35,9;71,47;0,01;0,6;0,03;9,43;6,04;2,54;2,12;1,5;54,38;7,92;1,95;4,6;0,24;32,72;2,28;0,41;0,01;;;3,88;35,48;71,22;318,92;3
2006;7;3,12;0,03;0,1;0,57;1,75;37,25;1,78;1,51;20,05;2,44;1;68,04;2,23;25,45;6,03;0,04;0;4,58;0,14;1,19;;5,2;65,45;52,86;10,66;3;11,36;;38,64;76,99;0,01;0,54;0,05;10,36;6,78;2,64;2,81;1,46;56,93;8,23;1,78;5,48;0,2;31,67;2,32;0,45;0,03;;;3,83;36,07;68,04;331,56;3
2006;8;3,07;0,04;0,09;0,81;2,11;40,83;1,72;1,58;19,85;2,48;1,05;68,68;2,55;25,83;5,77;0,02;0,04;4,92;0,14;1,17;;5,37;66,7;50,11;10,61;3,27;11,78;;40,28;78,61;0;0,7;0,08;10,48;6,56;2,9;2,52;1,31;56,97;8,53;1,89;5,87;0,28;35,64;2,51;0,4;0,01;;;4,01;36,51;68,68;342,58;3
2006;9;3,4;0,02;0,12;0,49;2,14;38,39;1,64;1,44;20,34;2,36;0,96;73,95;2,42;25,5;5,61;0;0,05;4,51;0,12;1,12;;5,21;66,6;46,65;9,41;3,27;10,63;;35,67;70,81;0,01;0,76;0,04;10,12;6,12;2,77;2,23;1,23;55,86;8,68;1,78;4,86;0,22;33,08;2,54;0,48;0,05;;;4,03;35,62;73,95;321,85;3
2006;10;3,59;0,01;0,08;0,57;2,33;40,7;1,8;1,28;20,06;2,38;0,98;75,26;2,57;27,33;5,9;0,01;0,07;4,43;0,1;1,09;;9,31;73,32;51,22;9,79;3,17;10,91;;46,87;83,76;0;1,43;0,03;11,3;5,46;2,49;1,86;1,21;61,03;8,86;1,88;4,37;0,24;33,36;2,69;0,45;0,04;;;4,26;37,66;75,26;338,21;3
2006;11;3,43;0,05;0,1;0,57;2;38,04;1,67;1,48;19,55;2,68;0,89;73,23;2,76;27;5,63;0,03;0,05;4,18;0,1;1,19;;8,85;72,03;46,76;10,27;3,25;10,7;;47,6;83,74;0;1,65;0,1;11;5,11;2,02;2,04;1,16;55,76;8,07;1,93;5,25;0,19;29,75;2,38;0,37;0,01;;;4,15;36,81;73,23;329,36;3
2006;12;3,67;0,03;0,15;0,53;2,81;42,64;1,72;1,61;21,04;2,54;0,82;68,56;2,87;26,21;5,4;0,01;0,02;3,93;0,08;1,07;;8,29;68,78;44,08;12,14;3,47;11,79;;47,09;85,76;0,01;1,42;0,03;10,3;4,5;1,84;1,7;1,03;50,13;7,63;1,54;4,63;0,17;29,12;2,59;0,44;0,03;;;4,37;35,54;68,56;330,58;3
2007;1;3,42;0,05;0,05;0,76;1,99;39,38;2,03;1,18;18,54;2,14;0,85;71,89;2,69;27,73;5,45;0,01;0,03;3,94;0,11;1,03;;8,73;71,17;49,66;12,05;2,67;11,96;;48,05;87,49;0;0,94;0,01;12,08;5,23;2,28;2,01;1,06;55,22;8,54;1,89;5;0,29;34,81;2,58;0,57;0,02;;;4,27;37,13;71,89;334,58;3
2007;2;3,15;0,02;0,07;0,58;1,95;41,17;1,48;1,2;17,85;2,05;0,84;64,97;2,01;27,26;4,94;0,01;0,04;3,48;0,05;0,93;;8,7;67,03;46,9;15,41;2,78;10,4;;45,66;86,32;0,01;0,53;0,01;10,76;5,35;2,68;1,9;0,9;51,38;8,32;1,77;4,08;0,18;32,76;2,43;0,47;0,01;;;3,83;35,69;64,97;321,18;3
2007;3;4,15;0,05;0,14;0,72;2,65;46,25;1,87;1,51;20,97;2,54;1,03;83,98;3,28;31,52;6,46;0,03;0,02;4,47;0,07;1,12;;10,02;82,27;47,88;11,68;3,3;10,05;;49,29;86,7;0;0,91;0;12,53;5,74;2,51;2,19;1,16;58,64;8,64;2,15;6,39;0,25;38,76;3,07;0,65;0,07;;;5,06;42,45;83,98;369,49;3
2007;4;3,71;0,02;0,1;0,85;2,38;41,97;1,61;1,62;21,24;2,8;1,06;69,57;2,42;31,15;5,67;0,01;0,02;4,24;0,08;0,94;;8,24;74,67;42,79;11,38;3,27;8,98;;44,36;79,08;0,01;0,74;0,03;10,75;5,34;2,25;2,09;1,13;49,06;8,98;2,13;5,11;0,3;34,88;2,53;0,47;0,01;;;4,67;41,05;69,57;333,98;3
2007;5;3,02;0,02;0,11;0,89;2,36;34,8;1,66;1,57;21,45;2,8;0,91;69,15;2,54;33,86;6,21;0,02;0,01;4,44;0,08;1,38;;8,4;78,66;45,24;12,84;4,15;10,66;;47,21;86,64;0;0,44;0,07;13,18;5,82;2,16;2,43;1,4;55,41;10,34;2,23;5,99;0,22;30,77;2,21;0,38;0,02;;;4,03;44,51;69,15;346,56;3
2007;6;2,88;0,02;0,11;0,7;1,96;35,32;1,65;1,56;22,62;2,61;0,86;62,98;2,43;32,85;5,62;0,01;0,01;4,19;0,07;1,24;;7,96;74,32;43,97;12,23;3,93;8,87;;45,08;81,61;0;0,32;0,02;12,34;5,41;1,94;2,47;1,11;50;9,25;1,82;6,15;0,33;30,96;2,68;0,37;0,02;;;3,71;42,66;62,98;332,91;3
2007;7;2,95;0,02;0,06;0,52;2,04;35,3;1,54;1,89;20,62;2,61;0,85;56,29;2,18;29,29;5,07;0,01;0,02;3,64;0,07;1,38;;7,54;67,45;41,56;12,22;3,64;8,75;;44,3;79,82;0,01;0,58;0,03;12,55;5,47;2,04;2,6;0,96;48,3;10,17;1,58;6,13;0,33;31,53;2,3;0,32;0,02;;;3,56;38;56,29;326,89;3
2007;8;3,38;0,02;0,09;0,82;2,43;36,24;1,68;1,72;21,41;2,5;0,94;60,43;2,21;33,91;5,89;0,01;0,03;4,13;0,1;1,36;;8,03;75,04;43,97;12,7;3,96;9,44;;46,28;83,98;0,01;0,59;0,04;13,03;5,46;1,96;2,42;1,21;51,92;9,57;1,92;6,91;0,41;32,79;2,49;0,28;0,02;;;4,31;43,93;60,43;345,2;3
2007;9;2,88;0,01;0,1;0,81;2,18;40,86;1,88;1,93;23,59;2,28;0,79;57,81;2,11;33,52;5,38;0,01;0,02;4,5;0,14;1,28;;7,89;73,24;44,55;12,07;3,57;9,58;;46,09;83,11;0;0,6;0,01;11,84;4,97;1,82;2,34;0,97;51,12;10,04;1,79;5,69;0,19;34,5;2,56;0,3;0,05;;;3,8;43,4;57,81;339,66;3
2007;10;3,13;0,01;0,15;0,73;1,99;40,8;1,84;1,66;22,42;2,55;0,97;59,59;2,09;35,28;5,45;0,02;0,05;4,34;0,06;1,38;;8,09;76,15;43,98;13,62;3,9;10,09;;49,03;88,35;0;0,66;0,02;13,04;5,55;2,06;2,43;1,24;45,6;9,66;2,15;6,57;0,36;35,87;2,55;0,32;0,02;;;4,01;45,08;59,59;356,37;3
2007;11;3,4;0,02;0,11;0,71;2,09;39,57;1,86;1,29;20,79;2,39;0,84;60,22;2,47;33,66;4,91;0,01;0,04;3,74;0,05;1,22;;7,43;72,86;43,49;12,49;3,75;9,03;;47,45;84,34;0;0,59;0,02;11,95;5,45;1,98;2,4;1,23;43,99;9,8;1,94;4,89;0,36;32,89;2,32;0,32;0;;;4,24;42,32;60,22;333,04;3
2007;12;3,58;0,04;0,15;0,51;2,4;46,01;1,72;1,76;22,74;2,55;0,84;60,11;2,49;34,42;5,21;0,01;0,01;3,94;0,1;1,03;;8,57;75,33;40,3;15,3;4,1;10,28;;47,74;88,26;0;0,5;0,02;11,36;4,49;1,78;1,83;0,98;42,6;9,02;1,45;5,32;0,32;34,15;2,23;0,49;0;;;4,28;43,58;60,11;342,9;3
2008;1;3,46;0,03;0,07;0,7;1,98;40,2;1,65;1,29;19,11;2,42;0,78;59,41;2,26;36,31;5,32;0,03;0,04;4,4;0,11;1,06;;8,73;77,5;43,2;16,08;3,8;11,74;;50,09;93,37;0,01;0,73;0,03;13,59;4,67;1,74;2,13;0,91;48,11;8,76;1,7;5,57;0,39;35,68;2,67;0,39;0,02;;;4,26;46,03;59,41;355,55;3
2008;2;3,24;0,03;0,13;0,7;2,09;38,6;1,65;1,17;18,89;2,68;0,8;56,87;1,53;35,2;5,37;0,01;0,04;4,37;0,1;1;;8,11;74,62;41,61;18,32;3,88;11,36;;48,8;93,64;0;1,11;0,01;11,88;4,73;1,83;2,14;0,89;41,04;9,32;1,79;5,48;0,31;31,47;2,32;0,44;0,01;;;4,11;44,94;56,87;338,25;3
2008;3;3,38;0,01;0,13;0,9;2,18;42,57;2,12;1,65;23,43;2,7;0,83;56,61;1,76;34,49;5,89;0,02;0,03;4,48;0,12;1,18;;7,42;74,32;43,48;12,41;4,12;10,21;;48,14;86,71;0;0,96;0,03;13,98;5,66;2,32;2,44;1,03;40,48;9,56;1,67;6,35;0,3;35,88;2,54;0,43;0,01;;;4,43;44,87;56,61;352,09;3
2008;4;3,04;0,03;0,08;0,94;2,08;38,56;1,87;1,41;22,48;2,44;0,63;51,16;1,72;35,49;5,92;0,01;0,04;4,04;0,06;1,19;;7,4;72,91;41,47;11,99;3,87;10,51;;47,9;85,59;0;0,85;0,04;13,85;5,47;2,35;2,39;0,9;39,75;9,68;1,72;6,29;0,28;33,45;2,51;0,33;0,01;;;4,1;45,44;51,16;340,21;3
2008;5;2,64;0,01;0,14;0,94;2,14;36,41;1,68;1,6;23,11;2,64;0,73;52,57;1,93;36,52;5,48;0,03;0,01;4,16;0,1;1,26;;7,22;74,49;41,59;13,5;4,33;11,57;;49,35;90,16;0,01;0,9;0,06;13,32;5,43;2,06;2,52;0,95;43,23;9,81;1,88;5,52;0,2;33,17;2,06;0,35;0,01;;;3,73;46,15;52,57;342,23;3
