vano;mes;hom_doloso;lesao_corp_morte;latrocinio;hom_por_interv_policial;tentat_hom;lesao_corp_dolosa;estupro;hom_culposo;lesao_corp_culposa;roubo_comercio;roubo_residencia;roubo_veiculo;roubo_carga;roubo_transeunte;roubo_em_coletivo;roubo_banco;roubo_cx_eletronico;roubo_celular;roubo_conducao_saque;roubo_apos_saque;roubo_bicicleta;outros_roubos;total_roubos;furto_veiculos;furto_transeunte;furto_coletivo;furto_celular;furto_bicicleta;outros_furtos;total_furtos;sequestro;extorsao;sequestro_relampago;estelionato;apreensao_drogas;posse_drogas;trafico_drogas;apreensao_drogas_sem_autor;recuperacao_veiculos;apf;aaapai;cmp;cmba;ameaca;pessoas_desaparecidas;encontro_cadaver;encontro_ossada;pol_militares_mortos_serv;pol_civis_mortos_serv;indicador_letalidade;indicador_roubo_rua;indicador_roubo_veic;registro_ocorrencias;fase
2013;10;2,3;0,02;0,07;0,23;2,69;45,8;3,17;1,12;25,27;3,33;0,73;43,66;1,8;33,74;3,53;0,01;0,02;3,23;0,05;1,03;;6,72;70,29;26,27;16,22;5,7;9,13;;53,18;93,92;0;1,02;0,03;19,15;13,06;5,72;6,09;1,6;34,36;18,91;6,66;10,21;0,32;43,42;3,03;0,25;0,03;;;2,62;40,5;43,66;415,01;3
2013;11;2,52;0,01;0,08;0,19;2,56;44,38;2,85;1,15;25,1;3,71;0,77;43,52;1,88;32,65;3,3;0,01;0,02;2,88;0,07;0,87;;6,71;69,02;23,72;15,33;5,12;8,37;;48,3;85,9;0,01;0,93;0,09;16,13;11,2;4,63;5,51;1,35;31,37;17,3;5,91;10,13;0,22;41,89;2,7;0,27;0,02;;;2,8;38,84;43,52;389;3
2013;12;2,81;0,03;0,1;0,26;3,24;50,02;2,49;1,19;25,5;4,03;0,71;47,37;2,56;34,54;3,19;0,01;0,01;2,66;0,07;0,74;;6,75;72,9;24,53;16,38;5,5;7,86;;49,91;88,78;0;0,92;0,04;16,32;11,22;4,43;5,69;1,32;30,57;16,84;5,93;6,89;0,23;45,42;2,94;0,25;0,04;;;3,21;40,38;47,37;399,87;3
2014;1;2,83;0,02;0,09;0,3;3,39;55,13;3,38;1,18;24,76;4,72;0,77;52,23;2,98;40,36;4,03;0,04;0,02;2,88;0,05;0,74;0;7,77;83,89;26,68;19,91;5,71;9,37;0;60,19;105,16;0;1,08;0,19;18,38;14,35;7,07;6,16;1,33;38,15;18,85;6,65;9,1;0,29;55,03;3,83;0,4;0,02;0;0;3,24;47,27;52,23;459,35;3
2014;2;2,93;0,03;0,1;0,34;3,31;49,28;3,38;1,01;23,06;4,43;0,85;49,05;2,55;39,91;3,78;0,02;0,03;2,81;0,09;0,75;0;7,11;80,75;24,06;19,94;5,72;8,21;0;53,64;96,55;0;0,94;0,11;17,49;12,95;5,5;6,22;1,42;35,14;18,85;6,78;7,85;0,35;49,01;3,17;0,38;0,02;2,11;0;3,4;46,5;49,05;422,79;3
2014;3;3,1;0,03;0,06;0,28;3,31;50,86;2,92;1,3;23,97;4,7;0,76;47,6;2,44;42,69;3,89;0,01;0,02;3,38;0,1;0,57;0;6,94;83,45;26,49;27,78;5,93;9,6;0;56,28;109,57;0,01;1,07;0,1;16,71;12,45;5,3;6,1;1,39;38,04;19,2;6,55;9,33;0,37;49,63;3,43;0,36;0,01;10,48;0;3,48;49,96;47,6;443,77;3
2014;4;2,73;0,01;0,1;0,23;3,4;45,53;2,85;1,18;22,13;4,61;0,73;49,42;2,26;41,23;4;0,02;0,03;3,37;0,05;0,86;0;7,54;83,39;24,09;15,89;5,71;6,84;0;50,06;87,61;0;0,78;0,09;16,42;13,15;5,38;6,55;1,52;39,02;18,89;6,09;10,34;0,44;45,26;3,24;0,25;0,02;2,08;0;3,07;48,59;49,42;409,76;3
2014;5;2,7;0,02;0,05;0,32;3,07;38;2,69;0,98;23,96;4,43;0,85;49,18;3,16;42,76;3,47;0,01;0,02;3,48;0,05;0,67;0;7,1;84,7;24,17;15,66;5,33;7,01;0;49,35;86,53;0;0,99;0,1;17,41;12,68;5,47;5,93;1,53;39,93;17,54;4,97;11,73;0,41;40,67;2,74;0,19;0,02;4,12;0;3,09;49,72;49,18;402,37;3
2014;6;2,29;0,01;0,11;0,27;3,06;43,93;2,61;1,12;23,28;3,94;0,63;42,01;2,35;40,82;3,43;0;0,01;3,74;0,04;0,53;0;6,36;77,87;22,18;17,94;4,75;7,28;0;53,11;91,53;0;0,81;0,08;16,97;12,4;5,61;5,54;1,43;31,93;16,43;4,47;9,18;0,36;41,59;2,72;0,15;0,02;4,09;0;2,68;47,99;42,01;397,46;3
2014;7;2,25;0,02;0,09;0,35;2,67;36,87;2,69;0,95;21,71;3,95;0,58;39,35;2,69;43,71;3,6;0,01;0,01;3,93;0,09;0,83;0;6,74;81,18;23,11;19,73;6,21;7,82;0;56,73;99,34;0;0,76;0,04;19,11;13,49;5,87;6,15;1,74;33,42;16,65;4,85;12,81;0,5;38,73;2,61;0,23;0,01;4,03;0;2,7;51,24;39,35;410,75;3
2014;8;2,26;0,02;0,05;0,27;2,54;37,95;2,73;1,12;24,07;3,32;0,63;38,1;2,72;40,77;3,07;0,02;0,01;4,54;0,03;0,67;0;5,56;75,98;23,59;14,35;5,89;7,19;0;46,57;83,07;0;0,84;0,04;17,43;14,79;6,76;6,54;1,75;31,52;17,28;5,54;10,16;0,32;40,13;2,99;0,23;0,02;4,04;0;2,62;48,38;38,1;395,28;3
2014;9;2,09;0,02;0,04;0,3;3,2;41,78;2,93;0,93;24,96;3,11;0,46;35,7;2,92;39,32;3,24;0,01;0,04;4,61;0,01;0,69;0;5,37;73,54;21,09;15,57;5,74;7,9;0;47,51;84,86;0;0,92;0,05;18,21;15,05;6,88;6,81;1,7;30,68;17,37;5,72;14,04;0,47;43,24;3,1;0,33;0,01;2,03;0;2,46;47,16;35,7;409,75;3
2014;10;2,28;0,02;0,07;0,27;3,29;43,97;2,88;0,99;24,35;3,03;0,5;35,83;3,31;40,9;3,94;0,02;0,02;4,81;0,04;0,73;0;6,64;77,82;22,37;15,81;6,01;7,95;0;49,74;88,18;0;1,12;0,05;20,01;14,22;6,41;6,78;1,3;29,12;17,59;6,25;10,02;0,37;43,83;3,18;0,25;0,02;2,03;0;2,63;49,64;35,83;415,81;3
2014;11;2,09;0,01;0,07;0,38;3,53;42,71;2,86;0,95;23,17;3,18;0,59;37,6;3,65;37,89;3,69;0,01;0,01;4,97;0,04;0,71;0;6,56;75,93;21,46;16,13;5,42;7,59;0;48,66;86,15;0;0,9;0,04;17,12;14,64;6,74;6,6;1,65;26,04;16,63;5,29;10,22;0,46;41,46;3,38;0,29;0,02;2,04;0;2,55;46,55;37,6;400,14;3
2014;12;2,47;0,04;0,1;0,23;3,91;46,09;2,59;0,93;23,74;3,64;0,59;43,89;4,77;38,57;4,31;0;0,03;4,6;0,02;0,84;0;7,06;81,58;22,11;17,18;5,29;7,63;0;50,78;89,51;0;0,76;0,13;16;13,48;6,3;6,13;1,32;28,8;16,29;4,84;7,82;0,35;42,54;3,31;0,24;0,01;0;0;2,84;47,48;43,89;407,9;3
2015;1;2,66;0,01;0,07;0,39;3,74;46,94;2,94;1,01;21,34;4,03;0,64;44,37;4,45;41,97;4,25;0,01;0,02;5,54;0,02;0,67;0;8,02;87,04;24,59;20,57;5,04;8,79;0;55,02;99,08;0,01;0,87;0,05;19,21;15,1;6,67;7,26;1,41;35,94;17,6;5,66;9,06;0,35;44,06;3,5;0,33;0,01;6,21;0;3,13;51,77;44,37;433,89;3
2015;2;1,97;0,05;0,06;0,5;2,9;40,92;2,1;0,81;17,96;3,4;0,47;38,39;3,07;38,88;3,02;0,02;0,02;5,49;0,06;0,82;0;7,59;77,96;20,53;30,13;4,7;11,23;0;50,66;104,79;0;0,75;0,08;14,4;14,13;6,35;6,53;1,49;30,31;17,01;5,47;8,67;0,35;37,15;3,03;0,26;0,01;2,07;0;2,59;47,39;38,39;393,98;3
2015;3;2,31;0,01;0,09;0,33;3,3;41,13;2,66;0,87;21,79;3,69;0,64;43,88;3,32;37,2;3,55;0,01;0,02;5,47;0,08;1;0;7,73;80,02;23,33;20,39;5,98;9,29;0;50,31;95,17;0;1,13;0,1;19,77;15,22;6,46;7,56;1,45;35,43;20,73;6,11;10,65;0,53;42,9;3,59;0,33;0,08;6,26;0;2,74;46,22;43,88;419,28;3
2015;4;2,05;0,02;0,13;0,36;2,96;38,07;2,54;0,86;20,32;3,18;0,53;41,12;2,91;33,59;3,85;0,03;0,03;5,38;0,07;0,75;0;6,9;73,49;20,19;18,1;5,62;8,37;0;45,5;85,58;0,01;0,93;0,08;16,08;13,63;5,41;7,01;1,51;30,08;18,65;5,63;11,85;0,34;37,87;3,05;0,23;0,01;4,18;0;2,56;42,82;41,12;381,64;3
2015;5;2,1;0,01;0,05;0,27;2,91;35,34;2,14;0,96;20,09;3,17;0,5;37,34;3,38;32,75;3,89;0,02;0,01;5,54;0,03;0,89;0;7,35;72,36;21,82;19,69;5,75;8,68;0;46,92;89,71;0,01;1,25;0,04;18,26;13,64;5,55;7,12;1,25;30,94;18,71;4,87;11,36;0,34;36,24;3,14;0,27;0,02;8,45;9,95;2,43;42,18;37,34;388,44;3
2015;6;1,64;0,01;0,1;0,27;2,88;33,46;2,35;0,85;20,37;2,81;0,58;34,23;3,42;26,72;3,74;0,02;0,01;5,42;0,03;0,64;0,02;7,51;64,55;20,24;17,98;5,85;9,15;0,03;45,19;86,25;0;1,16;0,06;17,77;12,9;5,11;6,85;1,23;26,85;18,91;4,82;10,13;0,34;34,32;2,98;0,31;0,02;2,12;10,1;2,02;35,88;34,23;364,85;3
2015;7;1,85;0,01;0,05;0,37;2,92;34,51;2,58;0,88;20,54;3,6;0,58;36,7;3,27;29,27;3,64;0,01;0,02;5,82;0,05;0,59;0,15;7,05;68,69;20,9;17,26;5,15;8,99;1,33;45,22;86,29;0;1,11;0,07;19,01;15,37;6,78;7,43;1,4;28,83;18,3;5,09;10,89;0,5;35,75;3,01;0,23;0,01;4,28;0;2,28;38,73;36,7;381,48;3
2015;8;2,03;0,01;0,07;0,3;2,82;37,86;2,63;0,93;21,76;3,2;0,6;35,02;2,94;29,14;3,79;0;0,01;6,7;0,03;0,56;0,1;7,08;68,19;20,97;17,15;5,19;9,86;1,03;43,82;85,44;0;1,15;0,06;17,94;14,86;6,23;7,69;1,21;27,71;18,94;5,35;10,76;0,43;36,2;2,94;0,27;0,01;0;0;2,4;39,63;35,02;381,54;3
2015;9;2,12;0;0,04;0,35;3,61;37,22;2,34;0,85;19,95;3,39;0,55;36,34;3,24;28,74;4,79;0,01;0,01;7,21;0,05;0,75;0,13;6,95;70,4;21,34;18,94;5,37;12,51;1,13;46,94;93,46;0,01;0,98;0,04;16,66;13,69;5,75;6,95;1,23;27,83;17,29;5,26;10,09;0,56;35,7;3,57;0,29;0,05;4,3;0;2,51;40,74;36,34;382,31;3
2015;10;2,29;0,01;0,06;0,31;2,47;39,41;2,31;0,91;20,52;3,1;0,66;37,47;3,99;30,63;4,34;0,01;0,02;6,47;0,02;0,64;0,11;7,25;72,33;20,81;16,5;5,41;10,49;1,21;43,67;85,65;0;0,94;0,08;17,86;14,54;6,37;7,37;1,19;27,7;18,01;5,33;10,4;0,6;38,75;3,07;0,21;0,01;0;0;2,68;41,44;37,47;386,38;3
2015;11;2,05;0,03;0,03;0,28;2,89;40,86;2,44;0,94;18,53;3,56;0,69;39,02;4,13;32,63;3,93;0,01;0,02;7,04;0,02;0,69;0,1;7,17;75,75;21,74;16,71;5,1;9,36;0,9;43,33;84,18;0;1,16;0,04;18,37;13,35;5,42;6,93;1,27;28,77;17,69;4,7;9,95;0,59;36,94;3,33;0,19;0,02;4,34;0;2,39;43,6;39,02;380,04;3
2015;12;2,3;0,02;0,07;0,17;2,89;41,94;2,5;0,92;20,84;3,69;0,74;46,72;5,55;34;4,38;0,02;0,01;6,65;0,04;0,57;0,1;8,66;83,31;20,52;18,38;5,96;9,24;0,93;48,58;91,4;0;0,83;0,09;19,79;13,34;6,81;5,67;1,15;28,65;15,94;4,34;8,3;0,46;37,01;3,15;0,31;0,03;6,59;0;2,56;45,04;46,72;404,44;3
2016;1;2,45;0,01;0,11;0,32;3,12;38,08;2,45;1,05;17,04;3,72;0,74;49,91;4,41;43,45;4,91;0,01;0,01;8,09;0,04;0,48;0,14;8,23;94,45;22,52;21,17;5,77;10,49;0,89;48,45;95,89;0;0,83;0,03;18,33;13,55;5,63;7,05;1,12;34,79;17,7;5,73;8,27;0,52;34,11;3,65;0,3;0,02;2,17;0;2,89;56,44;49,91;409,69;3
2016;2;2,43;0,04;0,13;0,3;2,99;39,6;1,98;0,84;17,26;3,49;0,69;45,31;3,74;46,7;4,9;0,02;0,01;8,29;0,02;0,39;0,08;10,57;97,31;21,59;24,38;4,99;10,87;1,01;49,73;99,75;0;0,71;0,04;16,1;12,6;4,91;6,66;1,28;31,18;18,53;5,19;8,69;0,52;34,74;2,9;0,26;0,04;0;0;2,9;59,89;45,31;414,36;3
2016;3;2,68;0,01;0,11;0,37;3,32;38,28;2,29;0,67;17,64;3,61;0,58;50,16;3,83;44,89;5,47;0,02;0,06;8,72;0,07;0,51;0,1;9,22;97,51;20,84;14,85;5,53;9,12;1,04;46,31;85,33;0;1,17;0,04;19,7;13,77;5,08;7,72;1,28;36,96;20,18;6,14;9,87;0,46;37,13;3,02;0,36;0,04;8,36;0;3,17;59,08;50,16;410,63;3
2016;4;2,86;0,01;0,09;0,47;3,3;34,74;2,58;0,84;18,39;3,46;0,64;48,08;4,38;40,77;5,39;0,01;0,01;8,76;0,05;0,34;0,08;9,84;93,36;21,22;12,48;5,11;8,37;1,03;42,79;78,44;0,01;0,91;0,05;17,67;12,32;4,29;7,05;1,19;35,29;18,86;5,34;8,13;0,59;32;2,82;0,22;0,01;6,28;9,88;3,42;54,93;48,08;384,48;3
2016;5;2,22;0,02;0,1;0,51;2,89;32,1;2,23;0,87;17,26;3,6;0,55;47,95;4,42;44,8;6,17;0;0,01;8,71;0,02;0,43;0,09;10,4;98,79;22,68;13,59;5,02;7,95;1,19;44,29;81,31;0;0,85;0,04;20,21;12,78;4,6;7,2;1,21;35,58;18,33;5,02;9,17;0,57;30,07;2,74;0,23;0,04;10,5;9,84;2,85;59,67;47,95;392,71;3
2016;6;2,24;0,03;0,15;0,45;2,53;28,14;2,21;0,73;17,68;3,11;0,72;48,6;4,2;48,11;6,7;0,02;0,02;9,72;0,03;0,26;0,11;9,99;102,9;21,35;13,3;5;7,81;0,96;40,76;76,58;0;0,66;0,02;18,62;11,86;4,7;6,34;1,15;35,14;17,51;5,02;9,92;0,66;29,95;2,57;0,26;0,01;2,11;0;2,87;64,53;48,6;386,85;3
2016;7;2,21;0,05;0,09;0,44;2,9;33,9;2,37;0,87;18,15;3,79;0,6;45,48;4,21;47,09;6,88;0,01;0,05;10,1;0,03;0,41;0,1;9,25;101,18;19,04;12,73;4,87;8,24;0,89;45,29;79,83;0,01;0,76;0,02;18,81;13,35;5,56;6,78;1,25;35,14;17,84;4,43;9,32;0,75;31,13;2,99;0,3;0,01;6,34;0;2,8;64,07;45,48;398,5;3
2016;8;2,32;0,02;0,08;0,44;3,18;32,25;2,34;0,95;19,27;3,86;0,62;44,44;4,56;48,23;7,04;0,01;0,01;10,53;0,04;0,4;0,08;9,75;103,39;18,14;15,07;5,74;9,5;0,97;57,06;95,79;0;0,65;0,03;20,92;12,9;5,72;6,28;1,14;30,45;17,48;4,68;8,28;0,72;31,46;2,62;0,25;0,01;14,84;0;2,88;65,81;44,44;417,65;3
2016;9;2,55;0,02;0,11;0,53;2,87;34,08;2,59;0,92;17,18;4,01;0,66;50,15;5,35;48,3;7,86;0,01;0,02;10,83;0,01;0,4;0,13;10,16;108,37;18,68;12,47;5,39;9,32;1,16;47,17;83,19;0,01;0,77;0,02;18,23;12,34;5,21;6,27;1,09;34,49;16,17;4,82;7,03;0,54;32,93;2,78;0,27;0,02;2,13;0;3,21;66,98;50,15;404,8;3
2016;10;2,79;0,04;0,18;0,52;3,06;38,19;2,47;1,02;17,93;3,87;0,66;60,85;5,66;53,68;9,15;0,02;0,02;11,67;0,05;0,36;0,11;10,93;121,22;19,9;12,33;5,03;8,52;1,1;46,95;82,13;0,03;0,91;0,02;19,65;11,32;4,91;5,58;0,96;36,1;17,03;4,75;6,59;0,46;33,19;3,39;0,26;0,01;4,26;0;3,53;74,5;60,85;421,17;3
2016;11;2,76;0,05;0,11;0,56;3,16;34,18;2,35;0,85;15,7;3,97;0,81;59,71;6,6;51,95;9,65;0,01;0,05;11,26;0,05;0,26;0,05;11,8;121,08;20,25;11,63;4,61;7,98;0,87;44,35;77,79;0,01;0,76;0,06;16,75;11,38;4,3;6,22;1,01;39,39;16,82;4,92;6,48;0,57;31,12;2,95;0,28;0,01;14,95;0;3,48;72,85;59,71;399,53;3
2016;12;2,78;0,04;0,17;0,65;3,04;37,41;2,41;1,09;16,5;3,3;0,64;60,7;7,95;45,65;8,34;0,01;0,03;10,74;0,03;0,42;0,08;12,35;114,6;19,76;11,96;4,53;7,44;0,99;47,79;80,86;0,01;0,72;0,04;16,78;12,14;4,93;6,52;0,92;36,32;18,33;4,67;6,4;0,53;31,81;3,05;0,28;0,02;8,56;0;3,63;64,74;60,7;402,47;3
2017;1;2,86;0,01;0,15;0,59;3,28;28,14;2,44;0,93;10,51;2;0,48;60,88;4,14;30,68;4,95;0,02;0,02;6,79;0,01;0,24;0,05;10,48;84,99;19,64;8,62;2,8;5,23;0,76;34,68;60,2;0;0,5;0,04;10,32;10,18;3,13;6,37;0,85;45,58;17,09;4,55;5,64;0,72;22,67;2,19;0,27;0,01;8,58;0;3,6;42,42;60,88;307,11;3
2017;2;3;0,02;0,16;0,51;2,7;15,07;1,93;1,01;5,06;1,65;0,29;61,95;2,7;13,49;2,91;0;0,02;3,29;0,02;0,07;0,02;7,94;57,99;18,93;3,96;1;3,15;0,23;18,44;34,6;0;0,29;0,05;4,28;7,56;2,22;4,82;0,72;33,34;14,3;3,19;5,27;0,49;8,41;1,41;0,23;0,01;2,15;0;3,69;19,69;61,95;186,46;3
2017;3;2,97;0,04;0,17;0,73;2,68;23,27;2,51;1,04;8,33;3,14;0,58;72,15;4,66;36,44;7,79;0,02;0,04;11,55;0,02;0,19;0,16;21,84;116,26;20,6;9,16;2,82;8,03;0,94;51,77;81,23;0,02;0,78;0,01;11,9;10,18;2,91;6,5;0,9;42,29;18,26;4,84;8,5;0,55;18,24;2,09;0,2;0,01;2,16;0;3,91;55,78;72,15;360,32;3
2017;4;2,6;0,01;0,13;0,48;3,21;33,74;2,16;1,1;14,18;3,88;0,76;70,43;6,15;50,9;9,48;0,01;0,04;15,02;0,04;0,36;0,08;20,76;136,62;18,56;9,38;3,41;7,63;1,22;46,41;75,74;0,02;0,79;0,04;15,59;10,81;3,69;6,3;1,01;50,13;17,64;4,15;8,07;0,68;27,39;2,15;0,16;0,01;15,14;0;3,21;75,4;70,43;404,95;3
2017;5;2,53;0,01;0,12;0,58;3;30,91;2,49;1,12;16,4;3,98;0,74;66,05;7,38;57,56;9,62;0,01;0,07;15,17;0,04;0,32;0,08;15,8;138,12;18,71;11,11;4,84;8,39;1,45;49,76;83,3;0,01;0,93;0,1;18,21;11,08;3,63;6,63;1,08;50,62;17,75;3,8;8,59;0,76;27,68;2,26;0,11;0,02;2,17;0;3,23;82,34;66,05;427,97;3
2017;6;2,32;0,01;0,11;0,58;2,82;29,83;2,34;1,02;15,53;3,68;0,77;65,28;5,84;50,75;8,2;0,01;0,04;13,89;0,02;0,4;0,08;15,13;125,86;19,84;9,84;4,17;8,53;0,9;43,77;75,44;0;0,95;0,09;16,54;11,08;3,69;6,47;1,14;46,29;16,16;3,6;9,72;0,72;27,21;2,41;0,14;0,01;2,17;10,24;3,02;72,84;65,28;400,44;3
2017;7;2,22;0,01;0,14;0,37;2,5;30,02;2,2;1,11;15,56;3,78;0,62;70,89;5,4;50,9;9,22;0,02;0,02;14,66;0,05;0,35;0,11;15,26;129,82;17,27;9,71;4,28;8,43;1;43,55;74,12;0;0,76;0,07;16,85;10,64;4,27;5,68;0,92;49,77;16,17;3,57;9,47;1,15;26,88;2,4;0,14;0,01;10,89;0;2,74;74,79;70,89;403,67;3
2017;8;2,36;0,02;0,09;0,42;3,13;31,07;2,57;1,06;15,29;3,85;0,66;65,9;5;52,33;9,66;0,01;0,01;14,35;0,04;0,47;0,02;15,66;129,44;18,83;10,41;4,49;7,95;1,09;46,11;77,88;0;0,86;0,07;17,74;11,2;4,3;6,03;1,08;49,91;16,82;3,7;10,79;1,32;27,91;2,49;0,25;0,03;4,37;10,27;2,89;76,34;65,9;417,77;3
2017;9;2,72;0,01;0,07;0,63;2,84;33,48;2,71;1,04;15,46;3,17;0,65;61,54;4,01;45,56;7,55;0;0,02;13,14;0,02;0,49;0,08;15,15;115,43;18,27;11,11;4,64;10,41;1,09;46,25;81,09;0;0,81;0,04;16,18;10,98;4,29;5,98;0,97;42,18;17,18;4,28;9,36;1,04;28,5;2,54;0,18;0,01;2,2;20,6;3,43;66,25;61,54;399,67;3
2017;10;2,88;0,04;0,1;0,58;3,26;36,35;2,98;1,07;15,04;3,7;0,62;60,75;5,34;44,14;7,07;0,01;0,02;13,29;0,03;0,37;0,08;15,23;115,16;18,81;9,35;4,44;9,1;0,87;45,68;77,26;0;0,7;0,04;17,54;11,18;4,35;5,97;1,03;45,34;16,32;3,29;8,98;0,89;31,75;2,78;0,23;0,02;2,21;0;3,6;64,5;60,75;402,87;3
2017;11;2,69;0,04;0,09;0,74;3,24;32,6;2,8;0,92;13,79;3,41;0,66;59,66;5,55;40,45;7,5;0,02;0,03;12,03;0,04;0,4;0,04;15,97;110,93;18,48;10,54;4,04;8,65;0,95;39,97;71,84;0;0,74;0,06;15,8;11,21;4,26;6,12;0,96;43,44;15,73;3,17;8,1;0,86;28,27;2,42;0,2;0,01;6,64;0;3,56;59,98;59,66;378,48;3
2017;12;2,63;0,02;0,08;0,5;3,01;35,58;2,28;1,14;14,52;2,96;0,65;63,71;6,82;37,81;6,81;0,02;0,04;11,68;0,02;0,45;0,06;14,99;108,86;17,21;10,67;3,87;7,34;0,95;40,71;70,71;0;0,55;0,07;14,15;10,55;4,3;5,48;1,05;40,35;14,86;2,73;7,93;0,73;28,29;2,37;0,15;0,01;8,87;0;3,24;56,3;63,71;370,81;3
2018;1;2,76;0,04;0,14;0,93;3,59;32,98;2,42;0,97;12,36;3,52;0,64;74,83;5,77;46,13;6,32;0,02;0,06;12,07;0,02;0,4;0,1;17,34;123,62;17,89;13,37;3,99;8,42;0,82;43,83;77,89;0;0,73;0,07;16,63;10,59;3,7;6,05;1,03;52,31;16,47;3,35;5,91;0,88;28,55;2,68;0,26;0,01;11,12;10,58;3,86;64,52;74,83;399,78;3
2018;2;2,6;0,03;0,12;0,6;2,92;30,04;2,63;0,76;10,58;3,26;0,67;67,75;4,38;42,89;5,97;0,01;0,03;12,71;0,01;0,38;0,02;17,56;116,15;16,39;13,73;3,23;9,31;0,68;39,48;73,28;0;0,63;0,07;12,61;9,37;3,38;5,39;0,78;46,54;14,78;2,97;7,12;0,89;25,14;1,97;0,24;0;4,45;0;3,36;61,56;67,75;362,21;3
2018;3;2,99;0,04;0,12;0,64;3,26;32,3;2,66;1,01;13,61;3,76;0,68;75,58;5,41;45,03;8,16;0,01;0,03;12,87;0,05;0,31;0,05;16,09;124,03;17,62;9,57;4,38;7,22;0,88;38,65;68,06;0;0,8;0,02;15,65;10,28;3,97;5,6;0,9;48,67;16,48;3,4;7,94;0,64;29,25;2,52;0,19;0,01;8,91;0;3,79;66,06;75,58;389,28;3
2018;4;2,8;0,01;0,08;0,59;2,89;31,22;2,52;1,04;14,19;3,92;0,61;65,54;5,25;44,73;7,96;0,01;0,03;12,37;0,05;0,39;0,08;14,82;117,65;18,95;9,4;4,41;6,75;0,88;38,41;67,77;0;0,59;0,1;15,66;10,94;4,23;5,84;1,01;48,48;17,3;3,42;7,64;0,87;27,71;2,18;0,15;0;2,23;0;3,49;65,07;65,54;380,01;3
2018;5;2,49;0,01;0,08;0,85;3,15;30,35;2,66;0,93;13,85;3,71;0,62;61,55;4,42;47,27;8,83;0,01;0,04;13,5;0,04;0,55;0,08;16,37;121,23;19,12;9,47;4,61;6,9;1,06;41,23;71,28;0;0,85;0,04;18,59;11,57;4,07;6,58;1,08;44,22;18,07;3,42;8,41;1,24;27,47;2,19;0,26;0,03;6,68;0;3,43;69,59;61,55;393,72;3
2018;6;2,2;0,04;0,06;0,91;3,36;29,33;2,59;1,15;12,78;3,09;0,65;56,27;4,44;45,46;7,91;0,01;0,04;13,21;0,02;0,47;0,09;15,6;114,58;17,92;8,62;4,06;7,22;0,92;37,62;65,95;0;0,78;0,06;16,96;10,63;3,59;6,27;0,98;33,95;17,11;3,4;7,45;1,34;26;2,43;0,18;0,01;2,23;10,61;3,21;66,58;56,27;365,23;3
2018;7;2,41;0,04;0,05;0,76;3,21;30,69;2,46;0,9;13,86;2,95;0,55;49,22;4,29;43,97;7,7;0,01;0,01;12,9;0,04;0,34;0,07;13,63;107,12;18,1;9,71;3,81;8,02;0,8;38,64;68,58;0,01;0,75;0,05;18,94;11,04;3,89;6,35;1;34,67;16,1;3,56;8,15;1,12;26,94;2,27;0,15;0,04;6,68;10,61;3,26;64,57;49,22;368,13;3
2018;8;2,11;0,04;0,08;1,03;3,14;27,31;2,54;0,92;13,3;3,14;0,64;54,57;3,95;42,6;8,21;0,01;0,01;12,73;0,02;0,36;0,07;15,37;110,06;19,51;9,11;4,3;7,64;0,95;40,74;70,94;0;0,87;0,07;21,21;11,7;4,07;6,69;1,18;47,01;17,89;3,44;10,13;1,53;26,59;2,21;0,14;0,02;4,45;0;3,26;63,54;54,57;386;3
2018;9;2,24;0,04;0,08;0,63;2,98;31,34;2,87;0,92;14,68;2,71;0,6;56,45;3,39;39,59;7,47;0,01;0,01;12,79;0,05;0,94;0,09;13,98;105,39;18,65;8,32;3,84;6,87;0,94;39,18;67;0;0,86;0,03;16,46;11,48;4,38;6,22;1,07;36,56;16,4;2,75;9,57;1,11;27,35;2,26;0,1;0,01;8,91;0;2,99;59,85;56,45;365,56;3
2018;10;2,21;0,01;0,06;0,74;2,88;32,07;2,86;0,86;13,97;2,65;0,56;58,95;3,81;43,14;8,47;0,01;0,05;14,53;0,05;0,49;0,11;13,45;112,14;19,83;9,35;4,3;8;1,21;41,19;72,41;0;0,83;0,05;17,32;10,16;3,9;5,5;0,97;44,13;15,97;3,02;6,47;1;28,55;2,5;0,09;0,01;2,23;10,61;3,03;66,14;58,95;384,01;2
2018;11;2,19;0,02;0,06;0,78;2,72;30,89;2,48;0,84;13,41;2,58;0,49;56,49;4,24;41,15;8,12;0,03;0,02;13,73;0,02;0,46;0,09;13,75;108,51;18,37;9,12;4,31;7,94;1,03;40,71;70,87;0,01;0,68;0;16,84;10,04;3,88;5,45;0,94;39,49;16,11;2,86;7,21;1,51;27,24;2,4;0,14;0,01;2,23;0;3,05;63;56,49;370,12;2
